CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpDate,school_code
19645271932706,612180,01372,Active,Los Angeles,El Rancho Unified,El Rancho High,6501 South Passons Boulevard,6501 South Passons Blvd.,Pico Rivera,90660-3373,CA,6501 South Passons Boulevard,6501 South Passons Blvd.,Pico Rivera,90660-3373,CA,(562) 801-7500,No Data,www.erusd.org,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.984147,-118.08696,Hector,Vasquez,hectorvasquez@erusd.org,No Data,No Data,No Data,No Data,No Data,No Data,03/02/2018,1932706
19645351932763,612210,01388,Active,Los Angeles,El Segundo Unified,El Segundo High,640 Main Street,640 Main St.,El Segundo,90245-3057,CA,641 Sheldon Street,641 Sheldon St.,El Segundo,90245,CA,(310) 615-2661,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.924213,-118.41588,Jennifer,Hawn,jhawn@esusd.k12.ca.us,No Data,No Data,No Data,No Data,No Data,No Data,08/15/2018,1932763
19645681932144,615240,01923,Active,Los Angeles,Glendale Unified,Crescenta Valley High,2900 Community Avenue,2900 Community Ave.,La Crescenta,91214-3471,CA,2900 Community Avenue,2900 Community Ave.,La Crescenta,91214-3471,CA,(818) 249-5871,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.223671,-118.2422,Linda,Junge,ljunge@gusd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/18/2015,1932144
19645681933530,615240,01931,Active,Los Angeles,Glendale Unified,Glendale High,1440 East Broadway,1440 East Broadway,Glendale,91205-1503,CA,1440 East Broadway,1440 East Broadway,Glendale,91205-1503,CA,(818) 242-3161,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.146175,-118.23258999999999,Benjamin,Wolf,bwolf@gusd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/05/2016,1933530
19645681934082,615240,01933,Active,Los Angeles,Glendale Unified,Herbert Hoover High,651 Glenwood Road,651 Glenwood Rd.,Glendale,91202-1552,CA,651 Glenwood Road,651 Glenwood Rd.,Glendale,91202-1552,CA,(818) 242-6801,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.165339,-118.27045,Jennifer,Earl,jearl@gusd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/18/2015,1934082
19645681996131,615240,07518,Active,Los Angeles,Glendale Unified,Anderson W. Clark Magnet High,4747 New York Avenue,4747 New York Ave.,La Crescenta,91214-1841,CA,4747 New York Avenue,4747 New York Ave.,La Crescenta,91214-1841,CA,(818) 248-8324,No Data,No Data,09/08/1998,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,34.236926000000004,-118.25305,Lena,Kortoshian,lkortoshian@gusd.net,No Data,No Data,No Data,No Data,No Data,No Data,10/05/2016,1996131
19645761933597,615270,01953,Active,Los Angeles,Glendora Unified,Glendora High,1600 East Foothill Boulevard,1600 East Foothill Blvd.,Glendora,91741-3024,CA,1600 East Foothill Boulevard,1600 East Foothill Blvd.,Glendora,91741-3024,CA,(626) 963-5731,No Data,www.glendora.k12.ca.us/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.136125,-117.83549,Paul,Lopez,plopez@glendora.k12.ca.us,No Data,No Data,No Data,No Data,No Data,No Data,01/19/2017,1933597
19646341934231,618390,02254,Active,Los Angeles,Inglewood Unified,Inglewood High,231 South Grevillea Avenue,231 South Grevillea Ave.,Inglewood,90301-2323,CA,231 South Grevillea Avenue,231 South Grevillea Ave.,Inglewood,90301-2323,CA,(310) 680-5200,No Data,http://inglewood.iusd.net/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.961275,-118.35507,Debbie,Tate,dtate@inglewood.k12.ca.us,Oscar,Rodriguez,oscar.rodriguez@inglewood.k12.ca.us,Kimberly,Kirkwood,kkirkwood@inglewood.k12.ca.us,01/14/2019,1934231
19646341936046,618390,02260,Active,Los Angeles,Inglewood Unified,Morningside High,10500 South Yukon Avenue,10500 South Yukon Ave.,Inglewood,90303-2003,CA,10500 South Yukon Avenue,10500 South Yukon Ave.,Inglewood,90303-2003,CA,(310) 680-5230,No Data,http://morningside.iusd.net/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.940768,-118.33511000000001,Traci,Gholar,traci.gholar@inglewood.k12.ca.us,Wendy,Chaves,wendy.chaves@inglewood.k12.ca.us,Jevon,Davis,jdavis@inglewood.k12.ca.us,01/14/2019,1936046
19646341996529,618390,08716,Active,Los Angeles,Inglewood Unified,City Honors College Preparatory Academy,120 West Regent Street,120 West Regent St.,Inglewood,90301-1225,CA,120 West Regent Street,120 West Regent St.,Inglewood,90301-1225,CA,(310) 680-4880,No Data,http://cityhonors.myiusd.net/,08/27/2001,No Data,N,1242,Locally funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.963561,-118.35618000000001,Marsha,Haskins,marcia.haskins@inglewood.k12.ca.us,No Data,No Data,No Data,No Data,No Data,No Data,01/14/2019,1996529
19646341996586,618390,10538,Active,Los Angeles,Inglewood Unified,Animo Inglewood Charter High,3425 West Manchester Boulevard,3425 West Manchester Blvd.,Inglewood,90305-2101,CA,"1149 South Hill Street, Suite 600","1149 South Hill St., Ste. 600",Los Angeles,90015,CA,(323) 565-2100,No Data,www.greendot.org/inglewood,08/26/2002,No Data,Y,0432,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,33.960029,-118.33138000000001,Sue Jean,Hong,shong@animo.org,No Data,No Data,No Data,No Data,No Data,No Data,11/14/2016,1996586
19646591934611,620130,02408,Active,Los Angeles,La Canada Unified,La Canada High,4463 Oak Grove Drive,4463 Oak Grove Dr.,La Canada,91011-3738,CA,4463 Oak Grove Drive,4463 Oak Grove Dr.,La Canada,91011-3738,CA,(818) 952-4205,No Data,www.lchsspartans.net/,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,C,N,34.18809,-118.179,Jarrett,Gold,jgold@lcusd.net,Jim,Cartnal,jcartnal@lcusd.net,No Data,No Data,No Data,01/08/2019,1934611
19646831930080,621000,02518,Active,Los Angeles,Las Virgenes Unified,Agoura High,28545 West Driver Avenue,28545 West Driver Ave.,Agoura,91301-3335,CA,28545 West Driver Avenue,28545 West Driver Ave.,Agoura,91301-3335,CA,(818) 889-1262,No Data,www.agourahighschool.net,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.15104,-118.74948,Stephanie,McClay,smcclay@lvusd.org,No Data,No Data,No Data,No Data,No Data,No Data,08/16/2018,1930080
19646831931781,621000,02519,Active,Los Angeles,Las Virgenes Unified,Calabasas High,22855 West Mulholland Highway,22855 West Mulholland Hwy.,Calabasas,91302-2047,CA,22855 West Mulholland Highway,22855 West Mulholland Hwy.,Calabasas,91302-2047,CA,(818) 222-7177,No Data,www.calabasashigh.net,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.138162,-118.62343,C.,Foss,cfoss@lvusd.org,No Data,No Data,No Data,No Data,No Data,No Data,07/10/2017,1931781
19647250127381,622500,13105,Active,Los Angeles,Long Beach Unified,"Ernest S. McBride, Sr. High",7025 East Parkcrest Street,7025 East Parkcrest St.,Long Beach,90808-2319,CA,7025 East Parkcrest Street,7025 East Parkcrest St.,Long Beach,90808-2319,CA,(562) 425-3539,No Data,No Data,09/01/2013,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.829473,-118.09678000000001,Steven,Rockenbach,srockenbach@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,06/18/2015,127381
19647250131938,622500,13860,Active,Los Angeles,Long Beach Unified,Clear Passage Educational Center,1471 Martin Luther King Junior Avenue,1471 Martin Luther King Jr. Ave.,Long Beach,90813-2162,CA,"4401 Atlantic Avenue, Ste 200","4401 Atlantic Ave., Ste 200",Long Beach,90807-2202,CA,(888) 502-1116,No Data,www.cpecschool.org,09/09/2015,No Data,Y,1682,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,10-12,C,N,33.784521999999996,-118.18093999999999,Vivianna,Trujillo,vtrujillo@cpecschool.org,No Data,No Data,No Data,No Data,No Data,No Data,12/05/2016,131938
19647250132324,622500,13896,Active,Los Angeles,Long Beach Unified,Eunice Sato Academy of Math & Science,1100 Iroquois Avenue,1100 Iroquois Ave.,Long Beach,90815-4649,CA,1100 Iroquois Avenue,1100 Iroquois Ave.,Long Beach,90815-4649,CA,(562) 598-7611,No Data,No Data,08/18/2015,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-11,N,N,33.780885,-118.10513,Mona,Merlo,mmerlo@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,02/11/2016,132324
19647250135525,622500,14120,Active,Los Angeles,Long Beach Unified,Richard D. Browning High,2120 Obispo Avenue,2120 Obispo Ave.,Long Beach,90804,CA,2120 Obispo Avenue,2120 Obispo Ave.,Long Beach,90804,CA,(562) 997-1700,No Data,No Data,08/29/2017,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9,N,N,33.795479,-118.15456999999999,Felicia,Anderson,fanderson@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,11/26/2018,135525
19647251930411,622500,07299,Active,Los Angeles,Long Beach Unified,Avalon K-12,200 Falls Canyon Road,200 Falls Canyon Rd.,Santa Catalina,90704-0557,CA,PO Box 557,PO Box 557,Avalon,90704-0557,CA,(310) 510-0790,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,N,33.338840000000005,-118.33255,Christopher,Lounsbery,clounsbery@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,07/25/2016,1930411
19647251934470,622500,02728,Active,Los Angeles,Long Beach Unified,Jordan High,6500 Atlantic Avenue,6500 Atlantic Ave.,Long Beach,90805-2304,CA,6500 Atlantic Avenue,6500 Atlantic Ave.,Long Beach,90805-2304,CA,(562) 423-1471,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.872496999999996,-118.18592,Veronica,Coleman,vcoleman@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,07/01/2015,1934470
19647251934678,622500,02733,Active,Los Angeles,Long Beach Unified,Lakewood High,4400 Briercrest Avenue,4400 Briercrest Ave.,Lakewood,90713-2512,CA,4400 Briercrest Avenue,4400 Briercrest Ave.,Lakewood,90713-2512,CA,(562) 425-1281,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.8379,-118.12318,Shawn,Abbate,sabbate@lbschools.net,Mario,Jimenez,majimenez@lbschools.net,No Data,No Data,No Data,07/01/2015,1934678
19647251935758,622500,02745,Active,Los Angeles,Long Beach Unified,Millikan High,2800 Snowden Avenue,2800 Snowden Ave.,Long Beach,90815-1436,CA,2800 Snowden Avenue,2800 Snowden Ave.,Long Beach,90815-1436,CA,(562) 425-7441,No Data,No Data,09/01/1956,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.807320000000004,-118.1117,Michael,Navia,mnavia@lbschools.net,Alejandro,Vega,avega@lbschools.net,No Data,No Data,No Data,03/21/2016,1935758
19647251936947,622500,02751,Active,Los Angeles,Long Beach Unified,Polytechnic High,1600 Atlantic Avenue,1600 Atlantic Ave.,Long Beach,90813-2017,CA,1600 Atlantic Avenue,1600 Atlantic Ave.,Long Beach,90813-2017,CA,(562) 591-0581,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.787163,-118.18496,Quentin,Brown,qbrown@lbschools.net,William,Salas,wsalas@lbschools.net,No Data,No Data,No Data,07/20/2017,1936947
19647251939875,622500,02769,Active,Los Angeles,Long Beach Unified,Wilson High,4400 East Tenth Street,4400 East Tenth St.,Long Beach,90804-4310,CA,4400 East Tenth Street,4400 East Tenth St.,Long Beach,90804-4310,CA,(562) 433-0481,No Data,No Data,07/01/1980,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.778903,-118.14152,Sandy,Blazer,sblazer@lbschools.net,Gonzalo,Moraga,gmoraga@lbschools.net,No Data,No Data,No Data,06/18/2015,1939875
19647251995539,622500,09901,Active,Los Angeles,Long Beach Unified,California Academy of Mathematics and Science,"1000 East Victoria Street, Building SAC3 rm3117","1000 East Victoria St., Bldg. SAC3 rm3117",Carson,90747-0001,CA,"1000 East Victoria Street, Building SAC3 rm3117","1000 East Victoria St., Bldg. SAC3 rm3117",Carson,90747-0001,CA,(310) 243-2025,No Data,No Data,07/20/1990,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.867102,-118.25868999999999,Wendy,Poffenberger,wpoffenberger@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,07/28/2016,1995539
19647251995935,622500,05870,Active,Los Angeles,Long Beach Unified,Cabrillo High,2001 Santa Fe Avenue,2001 Santa Fe Ave.,Long Beach,90810-4068,CA,2001 Santa Fe Avenue,2001 Santa Fe Ave.,Long Beach,90810-4068,CA,(562) 951-7700,No Data,No Data,09/03/1996,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,Y,33.793514,-118.21558999999999,Cheryl,Cornejo,ccornejo@lbschools.net,No Data,No Data,No Data,No Data,No Data,No Data,05/23/2018,1995935
19647330100677,622710,10829,Active,Los Angeles,Los Angeles Unified,High Tech LA,17111 Victory Boulevard,17111 Victory Blvd.,Lake Balboa,91406-5455,CA,17111 Victory Boulevard,17111 Victory Blvd.,Lake Balboa,91406-5455,CA,(818) 609-2640,No Data,http://ht-la.org,09/04/2003,No Data,Y,0537,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,34.187307000000004,-118.50588,Mathew,McClenahan,mr.mcclenahan@ht-la.org,No Data,No Data,No Data,No Data,No Data,No Data,11/02/2017,100677
19647330100750,622710,11365,Active,Los Angeles,Los Angeles Unified,Wallis Annenberg High,4000 South Main Street,4000 South Main St.,Los Angeles,90037-1022,CA,4000 South Main Street,4000 South Main St.,Los Angeles,90037-1022,CA,(323) 235-6343,119,http://accelerated.org,09/15/2003,No Data,Y,0538,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.010434000000004,-118.27393000000001,Rebecca,Handzel,rhandzel@accelerated.org,No Data,No Data,No Data,No Data,No Data,No Data,07/20/2018,100750
19647330100800,622710,11337,Active,Los Angeles,Los Angeles Unified,Central City Value,221 North Westmoreland Avenue,221 North Westmoreland Ave.,Los Angeles,90004-4815,CA,221 North Westmoreland Avenue,221 North Westmoreland Ave.,Los Angeles,90004-4815,CA,(213) 471-4686,No Data,http://valueschools.com,09/22/2003,No Data,Y,0534,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.074782,-118.2879,Joaquin,Arroyo,jarroyo@valueschools.com,No Data,No Data,No Data,No Data,No Data,No Data,02/13/2018,100800
19647330101196,622710,11358,Active,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory High,5701 South Crenshaw Boulevard,5701 South Crenshaw Blvd.,Los Angeles,90043-2409,CA,3855 West Slauson Avenue,3855 West Slauson Ave.,Los Angeles,90043,CA,(323) 290-6975,No Data,http://icefps.org,09/08/2003,No Data,Y,0543,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.98972,-118.33107,Charles,Lemle,clemle@icefps.org,No Data,No Data,No Data,No Data,No Data,No Data,11/14/2018,101196
19647330101659,622710,11312,Active,Los Angeles,Los Angeles Unified,"CATCH Prep Charter High, Inc.",4120 11th Avenue,4120 11th Ave.,Los Angeles,90008-3712,CA,PO Box 561752,PO Box 561752,Los Angeles,90023,CA,(323) 293-3917,No Data,http://catchhighschool.com,09/02/2003,No Data,Y,0570,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.009559,-118.3295,Patricia,Smith,catchcharter@sbcglobal.net,No Data,No Data,No Data,No Data,No Data,No Data,01/25/2018,101659
19647330101675,622710,11313,Active,Los Angeles,Los Angeles Unified,Oscar De La Hoya Animo Charter High,1114 South Lorena Street,1114 South Lorena St.,Los Angeles,90023-2915,CA,"1149 S. Hill Street, Suite 600","1149 S. Hill Street, Ste. 600",Los Angeles,90015,CA,(323) 780-1259,No Data,http://greendot.org/delahoya,08/25/2003,No Data,Y,0581,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.023419,-118.2037,Kathya,Arriaran-Buono,kathya.arriaranbuono@animo.org,No Data,No Data,No Data,No Data,No Data,No Data,11/14/2017,101675
19647330102541,622710,10840,Active,Los Angeles,Los Angeles Unified,New Designs Charter,2303 South Figueroa Way,2303 South Figueroa Way,Los Angeles,90007-2504,CA,2303 South Figueroa Way,2303 South Figueroa Way,Los Angeles,90007-2504,CA,(213) 765-9084,No Data,http://newdesignscharter.com,09/01/2004,No Data,Y,0601,Directly funded,54,Unified School District,65,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,6-12,6-12,N,N,34.030857,-118.27493999999999,Stephen,Gyesaw,stephen.gyesaw@newdesignscharter.net,No Data,No Data,No Data,No Data,No Data,No Data,10/07/2016,102541
19647330102913,622710,10843,Active,Los Angeles,Los Angeles Unified,Middle College High,"1600 West Imperial Hwy, Building 16","1600 West Imperial Hwy, Bldg. 16",Los Angeles,90047-4810,CA,"1600 West Imperial Hwy, Building 16","1600 West Imperial Hwy, Bldg. 16",Los Angeles,90047-4810,CA,(323) 418-4700,No Data,No Data,01/28/2004,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.929466,-118.24622,Betty,Washington,bwash1@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,12/07/2016,102913
19647330102921,622710,10844,Active,Los Angeles,Los Angeles Unified,Dr. Richard A. Vladovic Harbor Teacher Preparation Academy,1111 Figueroa Place,1111 Figueroa Pl.,Wilmington,90744-2311,CA,1111 Figueroa Place,1111 Figueroa Pl.,Wilmington,90744-2311,CA,(310) 834-3932,No Data,www.lausd.k12.ca.us/harbor_teacher_prep_hs,01/28/2004,No Data,N,No Data,No Data,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,C,N,33.783613,-118.28126,Jan,Murata,jmurata@lausd.net,No Data,No Data,No Data,No Data,No Data,No Data,06/26/2018,102921
19647330106435,622710,10847,Active,Los Angeles,Los Angeles Unified,Camino Nuevo Charter High,1215 West Miramar Street,1215 West Miramar St.,Los Angeles,90026-6115,CA,1215 West Miramar Street,1215 West Miramar St.,Los Angeles,90026-6115,CA,(213) 240-8700,No Data,http://miramar.caminonuevo.org,09/01/2004,No Data,Y,0635,Directly funded,54,Unified School District,66,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,N,34.057982,-118.25793,Marisol,Pineda Conde,marisol.pinedaconde@caminonuevo.org,No Data,No Data,No Data,No Data,No Data,No Data,09/29/2016,106435
